platform,date,content_type,views,likes,comments,shares,watch_time,followers_gained,engagement_rate,virality_score,watch_time_per_view,follower_conversion_rate,day_of_week,month,week,performance_category
YouTube,2025-01-15,Video,21638,1392,187,120,15721,373,0.07851927165172382,0.1823181440059155,0.7265458914871984,0.017238192069507347,Wednesday,1,3,Low
Instagram,2025-01-18,Story,18474,1537,170,32,19503,282,0.0941322940348598,0.20266320233842156,1.055699902565768,0.015264696329977265,Saturday,1,3,Low
YouTube,2025-04-25,Video,17068,2503,225,187,9922,159,0.17078743848136865,0.3876259667213499,0.5813217717365831,0.009315678462620108,Friday,4,17,High
YouTube,2025-02-06,Video,14177,811,104,40,8034,121,0.06736262961134232,0.1505254990477534,0.5666925301544755,0.008534950976934472,Thursday,2,6,Low
Instagram,2025-01-02,Story,40356,2856,305,126,46918,219,0.08145009416195857,0.17982456140350878,1.1626028347705422,0.0054267023490930716,Thursday,1,1,Low
YouTube,2025-03-01,Short,83630,12449,730,534,60209,1176,0.1639722587588186,0.3558292478775559,0.719944995814899,0.01406193949539639,Saturday,3,9,High
Instagram,2025-06-11,Story,37072,3220,333,251,17852,320,0.10261113508847648,0.2345166163141994,0.4815494173500216,0.008631851532153647,Wednesday,6,24,Medium
YouTube,2025-04-22,Short,99659,11891,2009,600,53892,1039,0.14549614184368698,0.32921261501720867,0.5407640052579296,0.010425551129351087,Tuesday,4,17,High
Instagram,2025-04-18,Story,23550,3225,618,66,19597,462,0.1659872611464968,0.36662420382165606,0.8321443736730361,0.019617834394904457,Friday,4,16,High
YouTube,2025-02-22,Video,15265,2155,182,44,6510,130,0.15597772682607272,0.3325253848673436,0.4264657713724206,0.008516213560432362,Saturday,2,8,High
YouTube,2025-02-24,Video,49859,3503,593,139,56746,781,0.08493952947311419,0.19013618403898996,1.1381295252612367,0.01566417296776911,Monday,2,9,Low
YouTube,2025-03-22,Video,26650,3016,441,211,11999,473,0.13763602251407128,0.31557223264540335,0.4502439024390244,0.01774859287054409,Saturday,3,12,Medium
Instagram,2025-01-14,Reel,56985,3985,291,192,37791,458,0.07840659822760375,0.1720277265947179,0.6631745196104238,0.008037202772659471,Tuesday,1,3,Low
Instagram,2025-05-19,Story,49484,5221,598,183,23570,481,0.12129173066041549,0.2657626707622666,0.47631557675208147,0.009720313636731065,Monday,5,21,Medium
YouTube,2025-05-28,Short,20873,2184,116,137,23507,185,0.11675370095338476,0.25875532985196187,1.1261917309442822,0.008863124610741149,Wednesday,5,22,Medium
YouTube,2025-04-27,Video,12728,1516,193,90,11441,246,0.14134192331866752,0.3190603394091766,0.8988843494657448,0.019327467001885607,Sunday,4,17,High
YouTube,2025-02-16,Video,21138,1555,129,101,23044,185,0.08444507521998297,0.1893272778881635,1.090169363232094,0.008752010597029047,Sunday,2,7,Low
YouTube,2025-01-20,Short,42327,3240,400,269,46630,673,0.09235239917782975,0.21322087556406077,1.1016608783991306,0.015900016537907246,Monday,1,4,Low
YouTube,2025-01-18,Short,41998,4379,634,278,40665,790,0.12598218962807753,0.28691842468688983,0.9682603933520644,0.018810419543787798,Saturday,1,3,Medium
Instagram,2025-06-11,Story,4368,497,41,16,4355,75,0.12683150183150182,0.27403846153846156,0.9970238095238095,0.017170329670329672,Wednesday,6,24,Medium
YouTube,2025-03-14,Short,98700,9949,1039,637,101249,1898,0.11778115501519756,0.26545086119554206,1.0258257345491388,0.01922998986828774,Friday,3,11,Medium
Instagram,2025-06-08,Post,17657,1506,223,57,19251,168,0.10114968567706858,0.22461346774650282,1.0902758112929716,0.009514640086084838,Sunday,6,23,Low
YouTube,2025-01-14,Video,31584,2618,505,197,37708,502,0.10511651469098278,0.2449341438703141,1.1938956433637284,0.015894123606889566,Tuesday,1,3,Medium
YouTube,2025-05-11,Video,21756,1724,164,149,7568,417,0.09362934362934362,0.2153428939143225,0.3478580621437764,0.01916712630998345,Sunday,5,19,Low
Instagram,2025-04-08,Post,12369,1485,159,141,7437,103,0.14431239388794567,0.33567790443851564,0.6012612175600291,0.008327269787371656,Tuesday,4,15,High
Instagram,2025-06-19,Reel,55273,4563,743,146,22841,426,0.09863767119570134,0.21864201327953975,0.41323973730392777,0.007707198813163751,Thursday,6,25,Low
YouTube,2025-06-07,Video,39949,4277,316,212,28306,322,0.12027835490250069,0.2643870935442689,0.70855340559213,0.008060276852987559,Saturday,6,23,Medium
YouTube,2025-04-27,Short,64946,5916,974,179,31212,877,0.10884427062482678,0.24095402334246913,0.4805838696763465,0.013503526006220552,Sunday,4,17,Medium
YouTube,2025-06-28,Short,131084,18331,1110,450,154828,2020,0.15174239418998506,0.3222513807939947,1.1811357602758537,0.015409966128589301,Saturday,6,26,High
YouTube,2025-01-13,Short,88075,12400,1501,858,88899,735,0.16757309111552654,0.3814135679818337,1.0093556627873972,0.00834516037468067,Monday,1,3,High
Instagram,2025-01-18,Reel,26017,3532,485,182,9786,152,0.16139447284467848,0.3624168812699389,0.37613867855632854,0.0058423338586308955,Saturday,1,3,High
Instagram,2025-06-19,Reel,47379,4801,887,243,53259,616,0.12518204267713545,0.28447202347031386,1.1241056164123346,0.01300154076700648,Thursday,6,25,Medium
YouTube,2025-04-17,Video,43088,4211,226,399,14554,403,0.11223542517638321,0.2574962866691422,0.3377738581507612,0.009352952098031934,Thursday,4,16,Medium
YouTube,2025-03-03,Video,37705,4889,345,249,36738,294,0.1454183795252619,0.319798435220793,0.9743535340140564,0.007797374353534014,Monday,3,10,High
YouTube,2025-01-26,Short,58820,3431,336,309,35201,961,0.06929615776946617,0.1600646038762326,0.5984529071744304,0.01633798027881673,Sunday,1,4,Low
Instagram,2025-05-09,Post,18183,1059,67,71,7095,265,0.06583072100313479,0.14706044107133037,0.39019963702359345,0.014574052686575372,Friday,5,19,Low
YouTube,2025-02-10,Short,125958,8677,1302,217,74354,1951,0.08094761745978818,0.17740040330903953,0.5903078804045793,0.01548929008082059,Monday,2,7,Low
YouTube,2025-04-22,Short,57418,6263,899,393,22212,361,0.13157894736842105,0.2993486363161378,0.38684733010554184,0.00628722700198544,Tuesday,4,17,Medium
YouTube,2025-02-16,Short,135548,7970,1346,728,140541,1050,0.0740992120872311,0.17424085932658542,1.0368356596925075,0.00774633340218963,Sunday,2,7,Low
Instagram,2025-02-26,Post,27430,2646,228,164,13042,347,0.1107546481954065,0.24775792927451695,0.4754648195406489,0.012650382792562887,Wednesday,2,9,Medium
Instagram,2025-03-04,Post,34739,2604,485,194,22575,354,0.09450473531189729,0.21972422925242524,0.6498459944154984,0.01019027605860848,Tuesday,3,10,Low
Instagram,2025-01-16,Post,2512,362,67,21,1450,25,0.17914012738853502,0.41003184713375795,0.5772292993630573,0.009952229299363057,Thursday,1,3,High
YouTube,2025-03-16,Short,12835,1080,58,23,7686,249,0.09045578496299182,0.19080638878067782,0.5988313206077133,0.019400077911959485,Sunday,3,11,Low
Instagram,2025-05-11,Post,49370,2968,508,59,51717,893,0.07160218756329755,0.15707919789345756,1.0475389912902573,0.018087907636216326,Sunday,5,19,Low
YouTube,2025-06-03,Short,39066,5564,529,333,27032,414,0.16449086161879894,0.3680950186863257,0.6919572006348231,0.010597450468438028,Tuesday,6,23,High
Instagram,2025-04-30,Reel,44256,5651,752,393,18724,365,0.15356109906001447,0.3507546999276934,0.42308387563268257,0.008247469269703543,Wednesday,4,18,High
Instagram,2025-03-30,Post,33878,2121,198,109,23312,660,0.07166892968888364,0.15883464195052838,0.6881161815927741,0.019481669520042506,Sunday,3,13,Low
YouTube,2025-01-22,Short,22904,1271,179,44,22125,304,0.06522878099895214,0.1440359762486902,0.9659884736290604,0.013272790778903249,Wednesday,1,4,Low
Instagram,2025-05-21,Post,39998,4551,299,372,25223,256,0.13055652782639132,0.2964898244912246,0.6306065303265164,0.0064003200160008,Wednesday,5,21,Medium
Instagram,2025-01-12,Story,2827,170,31,16,3304,30,0.07675981605942696,0.18146444994694022,1.1687301025822427,0.010611956137247965,Sunday,1,2,Low
YouTube,2025-03-06,Short,28398,2000,256,198,22227,558,0.08641453623494612,0.20276075779984506,0.7826959645045426,0.019649271075427847,Thursday,3,10,Low
YouTube,2025-05-27,Short,97949,9087,1624,780,48591,916,0.11731615432521006,0.275102349181717,0.49608469713830666,0.00935180553145004,Tuesday,5,22,Medium
Instagram,2025-05-10,Reel,40388,4933,845,114,15183,505,0.14588491631177578,0.3211597504209171,0.37592849361196395,0.012503713974447855,Saturday,5,19,High
YouTube,2025-06-16,Video,49398,5880,439,231,40265,964,0.13259646139519818,0.2881088303170169,0.8151139722255962,0.019514960119842908,Monday,6,25,Medium
YouTube,2025-01-07,Short,59285,6781,646,490,28778,1157,0.13354136796828878,0.30277473222568946,0.48541789660116386,0.019515897781900986,Tuesday,1,2,Medium
Instagram,2025-03-09,Story,24366,3578,581,124,26270,153,0.17577772305671838,0.3906673233193795,1.078141672822786,0.00627924156611672,Sunday,3,10,High
Instagram,2025-06-22,Story,38933,2482,393,139,13467,296,0.0774150463616983,0.17563506536871035,0.34590193409190145,0.0076028048185344055,Sunday,6,25,Low
YouTube,2025-03-28,Video,36884,5190,275,381,30077,227,0.15849690922893395,0.3554386725951632,0.8154484329248455,0.006154430105194664,Friday,3,13,High
YouTube,2025-03-12,Video,48385,4883,872,308,23543,861,0.12530742998863284,0.2877338017980779,0.48657641831146015,0.01779477110674796,Wednesday,3,11,Medium
Instagram,2025-01-07,Reel,21423,1450,74,80,21791,380,0.07487280026140129,0.16440274471362554,1.0171777995612192,0.017737945199085097,Tuesday,1,2,Low
YouTube,2025-01-28,Video,4805,470,46,19,4839,95,0.1113423517169615,0.2441207075962539,1.0070759625390218,0.019771071800208116,Tuesday,1,5,Medium
Instagram,2025-02-17,Reel,69867,5939,507,190,80979,1110,0.094980462879471,0.2053759285499592,1.1590450427240329,0.01588732878182833,Monday,2,8,Low
YouTube,2025-01-14,Video,14606,1391,202,55,6820,109,0.11283034369437217,0.250787347665343,0.4669313980555936,0.007462686567164179,Tuesday,1,3,Medium
YouTube,2025-01-08,Video,9252,1127,198,55,5226,143,0.14915693904020752,0.33754863813229574,0.5648508430609598,0.015456117596195418,Wednesday,1,2,High
Instagram,2025-06-19,Reel,41458,2537,379,184,25236,587,0.07477447054850692,0.17200540305851705,0.6087124318587486,0.014158907810314052,Thursday,6,25,Low
YouTube,2025-06-20,Short,34538,2716,250,134,11461,550,0.08975621055069778,0.1983901789333488,0.3318373964908217,0.015924488968672188,Friday,6,25,Low
Instagram,2025-05-24,Reel,45656,6660,922,506,43725,501,0.17715086735587873,0.40774487471526194,0.9577054494480463,0.010973366041703172,Saturday,5,21,High
Instagram,2025-06-12,Reel,6493,877,72,66,4861,91,0.1563221931310642,0.3542276297551209,0.7486523948868011,0.014015093177267826,Thursday,6,24,High
Instagram,2025-02-06,Story,27404,3017,151,139,18009,140,0.12067581374981755,0.26207852868194426,0.6571668369581083,0.005108743249160707,Thursday,2,6,Medium
YouTube,2025-03-09,Video,15983,1860,364,157,14474,272,0.14897078145529624,0.35018457110680096,0.9055871863855346,0.017018081711818806,Sunday,3,10,High
YouTube,2025-05-20,Short,11703,1216,242,51,3957,91,0.12894129710330685,0.2916346236007861,0.3381184311714945,0.007775783987011877,Tuesday,5,21,Medium
YouTube,2025-02-14,Short,96705,10887,2083,582,73755,866,0.14013753166847628,0.3198697068403909,0.7626803164262448,0.00895506954138876,Friday,2,7,Medium
YouTube,2025-04-05,Video,17888,2027,197,102,16696,104,0.13003130590339892,0.2881820214669052,0.9333631484794276,0.005813953488372093,Saturday,4,14,Medium
Instagram,2025-01-06,Reel,10576,983,181,83,6161,64,0.11790847201210287,0.2764750378214826,0.5825453857791225,0.006051437216338881,Monday,1,2,Medium
YouTube,2025-06-04,Short,77529,10381,810,984,64412,712,0.15703801158276257,0.36259980136465064,0.830811696268493,0.009183660307755807,Wednesday,6,23,High
Instagram,2025-01-11,Reel,52279,6115,799,235,58524,355,0.13674706861263605,0.3022628588917156,1.1194552305897205,0.006790489489087397,Saturday,1,2,Medium
Instagram,2025-04-16,Story,17500,2112,181,199,7608,346,0.1424,0.32925714285714286,0.43474285714285715,0.019771428571428572,Wednesday,4,16,High
YouTube,2025-05-13,Video,3730,297,47,28,3625,44,0.0997319034852547,0.23458445040214476,0.9718498659517426,0.011796246648793566,Tuesday,5,20,Low
Instagram,2025-02-12,Post,17683,1032,150,100,19699,125,0.0724990103489227,0.1704461912571396,1.1140078041056383,0.007068936266470621,Wednesday,2,7,Low
YouTube,2025-06-06,Video,44912,4322,742,262,20678,567,0.1185874599216245,0.27119700748129677,0.46041147132169574,0.012624688279301745,Friday,6,23,Medium
Instagram,2025-01-23,Reel,37892,4009,428,246,33573,483,0.1235880924733453,0.2779478517892959,0.8860181568668848,0.012746753932228438,Thursday,1,4,Medium
YouTube,2025-03-17,Video,36142,3486,527,343,24408,658,0.12052459742128271,0.28410159924741296,0.6753361739804106,0.018205965358862264,Monday,3,12,Medium
YouTube,2025-04-02,Video,8477,979,179,59,5983,113,0.14356494042703788,0.32912587000117965,0.7057921434469742,0.013330187566356021,Wednesday,4,14,High
Instagram,2025-06-13,Reel,29014,2480,475,121,18523,477,0.10601778451781899,0.24091817743158475,0.6384159371337975,0.016440339146618875,Friday,6,24,Medium
Instagram,2025-06-29,Reel,79753,10849,1721,577,72190,1071,0.16484646345592016,0.3729765651448848,0.9051697114842074,0.013428961919927778,Sunday,6,26,High
YouTube,2025-04-03,Video,13857,2050,256,74,10680,223,0.1717543479829689,0.3780038969473912,0.7707295951504655,0.016092949411849605,Thursday,4,14,High
Instagram,2025-02-13,Post,8376,811,106,60,9034,86,0.11664278892072588,0.26743075453677173,1.0785577841451768,0.010267430754536771,Thursday,2,7,Medium
Instagram,2025-01-07,Post,4396,599,93,14,4578,38,0.16060054595086443,0.3519108280254777,1.0414012738853504,0.008644222020018199,Tuesday,1,2,High
Instagram,2025-03-06,Story,14916,1807,199,58,10400,155,0.13837489943684633,0.3017565030839367,0.6972378653794583,0.010391525878251541,Thursday,3,10,Medium
Instagram,2025-03-14,Post,40987,2959,408,149,39268,619,0.08578329714299655,0.19242686705540782,0.9580598726425452,0.015102349525459292,Friday,3,11,Low
YouTube,2025-04-22,Short,6489,730,72,21,5168,89,0.12683002003390353,0.2744644783479735,0.7964247187548158,0.013715518569887501,Tuesday,4,17,Medium
YouTube,2025-03-09,Video,18901,1793,133,66,21162,142,0.10539124914025713,0.22829479921697265,1.1196233003544787,0.007512830008994233,Sunday,3,10,Medium
Instagram,2025-03-04,Story,32794,3392,374,120,16591,201,0.1184972860889187,0.25937671525279016,0.5059157162895651,0.006129169970116485,Tuesday,3,10,Medium
Instagram,2025-02-25,Reel,14713,1090,140,72,12769,181,0.08849316930605587,0.2011826276082376,0.8678719499762115,0.012302045809828042,Tuesday,2,9,Low
Instagram,2025-02-08,Reel,67017,7119,482,213,23785,889,0.11659728128683766,0.249921661667935,0.3549099482220929,0.013265290896339734,Saturday,2,6,Medium
YouTube,2025-02-11,Short,49928,5607,1034,401,47254,923,0.14104310206697646,0.3268907226406025,0.9464428777439513,0.018486620733856755,Tuesday,2,7,High
Instagram,2025-02-02,Story,12917,1424,104,121,11291,180,0.127661221645893,0.29147634899744523,0.8741193775644499,0.013935124254857939,Sunday,2,5,Medium
Instagram,2025-06-22,Reel,30848,1684,183,154,32584,181,0.06551478215767635,0.15193853734439833,1.0562759336099585,0.005867479253112033,Sunday,6,25,Low
YouTube,2025-04-30,Video,19256,2214,433,201,16005,355,0.14790195263813877,0.3496053178230162,0.8311695056086414,0.01843581221437474,Wednesday,4,18,High
Instagram,2025-06-07,Reel,32449,4730,531,438,38245,390,0.17562944928965454,0.40811735338531235,1.1786187555856884,0.012018860365496625,Saturday,6,23,High
Instagram,2025-05-25,Post,13967,868,98,24,4922,216,0.07088136321328846,0.1539342736450204,0.3524020906422281,0.01546502470108112,Sunday,5,21,Low
YouTube,2025-02-08,Short,69741,9890,653,597,56995,624,0.15973387247099985,0.3545116932650808,0.8172380665605598,0.0089473910612122,Saturday,2,6,High
YouTube,2025-03-03,Video,5367,561,99,42,2149,38,0.13079932923420906,0.3035215204024595,0.4004099124277995,0.007080305571082542,Monday,3,10,Medium
Instagram,2025-02-01,Story,19814,2426,121,138,9340,154,0.13551024528111436,0.29802160088826085,0.4713838699909155,0.007772282224689613,Saturday,2,5,Medium
Instagram,2025-05-12,Reel,9719,551,45,51,7485,111,0.0665706348389752,0.15351373598106802,0.7701409610042186,0.011420928079020475,Monday,5,20,Low
YouTube,2025-03-12,Short,25008,2162,192,57,17602,335,0.09640914907229686,0.2073336532309661,0.7038547664747281,0.01339571337172105,Wednesday,3,11,Low
YouTube,2025-01-09,Video,35099,2507,307,150,27735,540,0.08444685033761645,0.19046126670275507,0.7901934528049233,0.015385053705233768,Thursday,1,2,Low
YouTube,2025-03-07,Video,26444,3007,528,298,22904,375,0.14494781424897898,0.3436696415065799,0.8661322039025866,0.014180910603539555,Friday,3,10,High
Instagram,2025-01-07,Post,27205,3047,389,228,20471,163,0.13468112479323655,0.308803528763095,0.7524719720639589,0.005991545671751516,Tuesday,1,2,Medium
Instagram,2025-01-21,Post,46721,4063,285,383,29845,472,0.10126067507116714,0.23321418634018964,0.6387919779114317,0.01010252349050748,Tuesday,1,4,Low
YouTube,2025-03-20,Short,57022,7040,1146,566,33854,685,0.15348461997123916,0.35684472659675215,0.5937006769317106,0.012012907298937251,Thursday,3,12,High
Instagram,2025-06-02,Reel,80634,6877,482,641,58856,566,0.09921373118039536,0.2282535902968971,0.7299154202941687,0.0070193714810129725,Monday,6,23,Low
YouTube,2025-01-14,Video,34062,4433,685,242,12871,670,0.15736010803828313,0.35614467735306204,0.3778697668956609,0.01967001350478539,Tuesday,1,3,High
Instagram,2025-06-22,Reel,54244,5693,618,215,26600,645,0.1203082368556891,0.26390015485583657,0.4903768158690362,0.011890716023892044,Sunday,6,25,Medium
Instagram,2025-06-11,Reel,60267,5847,728,136,36802,746,0.1113544725969436,0.2415583984601855,0.6106492773823153,0.012378250120298008,Wednesday,6,24,Medium
YouTube,2025-03-06,Video,40516,3400,593,246,32440,512,0.10462533320169809,0.24210188567479515,0.8006713397176424,0.012636982920327772,Thursday,3,10,Medium
Instagram,2025-02-08,Post,44020,5891,331,171,18554,683,0.14522944116310768,0.309631985461154,0.42149023171285777,0.015515674693321218,Saturday,2,6,High
Instagram,2025-06-18,Post,25918,2344,290,77,26575,371,0.10459912030249248,0.22930010031638243,1.0253491781773285,0.01431437610926769,Wednesday,6,25,Medium
Instagram,2025-02-26,Post,25229,2391,408,131,20669,247,0.1161361924769115,0.26402156248761344,0.8192556185342265,0.009790320662729399,Wednesday,2,9,Medium
YouTube,2025-05-20,Short,61201,4899,859,416,64437,869,0.10088070456365092,0.23618895116092875,1.0528749530236434,0.01419911439355566,Tuesday,5,21,Low
YouTube,2025-04-22,Short,80695,6669,1300,280,29504,1164,0.1022244253051614,0.2309684614907987,0.36562364458764485,0.014424685544333602,Tuesday,4,17,Medium
YouTube,2025-02-22,Short,37893,5350,675,489,24613,695,0.1719051012060275,0.4003377932599689,0.649539492782308,0.01834111841237168,Saturday,2,8,High
YouTube,2025-04-28,Short,67049,7782,477,498,50069,657,0.13060597473489538,0.2906083610493818,0.7467523751286372,0.009798803859863682,Monday,4,18,Medium
YouTube,2025-06-13,Short,59973,5940,1055,273,18673,361,0.12118786787387657,0.2736231304086839,0.311356777216414,0.006019375385590183,Friday,6,24,Medium
YouTube,2025-02-23,Video,28840,3839,746,216,16419,453,0.16647018030513175,0.3812760055478502,0.5693134535367546,0.015707350901525658,Sunday,2,8,High
Instagram,2025-03-20,Story,43979,5504,1000,365,41094,273,0.15618818072261761,0.36001273335000794,0.9344005093340003,0.006207508128879693,Thursday,3,12,High
Instagram,2025-02-16,Post,2404,127,7,12,1827,40,0.06073211314475874,0.13935108153078202,0.7599833610648918,0.016638935108153077,Sunday,2,7,Low
YouTube,2025-05-13,Video,43304,5057,676,287,36296,831,0.13901718086089046,0.3135276186957325,0.8381673748383521,0.01918991317199335,Tuesday,5,20,Medium
YouTube,2025-03-12,Video,36722,3359,566,97,30318,656,0.10952562496596047,0.2423887587822014,0.8256086269811013,0.017863950765208865,Wednesday,3,11,Medium
YouTube,2025-03-13,Short,136466,11475,1018,720,114195,1095,0.09682265179605176,0.21693315551126288,0.8368018407515425,0.008023976668181085,Thursday,3,11,Low
Instagram,2025-03-20,Post,6875,727,75,44,7350,47,0.12305454545454546,0.2762181818181818,1.069090909090909,0.006836363636363636,Thursday,3,12,Medium
YouTube,2025-04-08,Short,25199,2971,160,185,24796,434,0.13159252351283782,0.2915591888567007,0.9840073018770586,0.017222905670859955,Tuesday,4,15,Medium
Instagram,2025-05-04,Reel,83874,8158,976,430,44513,1312,0.11402818513484513,0.255073085819205,0.5307127357703222,0.01564251138612681,Sunday,5,18,Medium
YouTube,2025-05-15,Video,27005,2377,366,53,20689,498,0.10353638215145343,0.22651360859100167,0.7661173856693205,0.01844102943899278,Thursday,5,20,Medium
YouTube,2025-02-05,Video,23496,2504,283,187,22187,409,0.12657473612529793,0.28907048008171604,0.9442883895131086,0.01740721824991488,Wednesday,2,6,Medium
Instagram,2025-02-06,Story,3061,376,64,23,2338,23,0.15125775890231952,0.3459653707938582,0.7638026788631166,0.007513884351519112,Thursday,2,6,High
Instagram,2025-01-12,Reel,110205,14699,2557,665,100505,2063,0.16261512635542852,0.3665350936890341,0.9119822149630235,0.018719658817658,Sunday,1,2,High
Instagram,2025-01-10,Story,49883,7034,803,415,21696,582,0.16542709941262554,0.3719102700318746,0.4349377543451677,0.011667301485476013,Friday,1,2,High
Instagram,2025-01-28,Reel,12903,1239,236,113,15454,151,0.12307215376269084,0.2907075873827792,1.1977059598542974,0.011702704797333954,Tuesday,1,5,Medium
YouTube,2025-01-30,Video,31746,3606,626,119,20805,178,0.13705663705663707,0.3050778050778051,0.6553581553581553,0.005607005607005607,Thursday,1,5,Medium
Instagram,2025-01-20,Post,11803,1725,165,57,8307,66,0.16495806150978565,0.3583834618317377,0.7038041175972211,0.005591798695246971,Monday,1,4,High
Instagram,2025-05-25,Reel,49942,3407,532,203,24597,856,0.08293620599895879,0.1887189139401706,0.49251131312322294,0.017139882263425575,Sunday,5,21,Low
YouTube,2025-04-13,Video,37784,2799,319,138,22066,731,0.08617404192250688,0.19174782976921448,0.5840038111369892,0.01934681346601736,Sunday,4,15,Low
Instagram,2025-02-10,Reel,79541,7003,418,251,30685,864,0.09645340139047787,0.2076287700682667,0.3857758891640789,0.01086232257577853,Monday,2,7,Low
Instagram,2025-05-08,Reel,86913,4509,852,290,73468,653,0.06501904203053628,0.14985100042571306,0.8453050751901326,0.007513260386823605,Thursday,5,19,Low
Instagram,2025-02-27,Story,49578,6304,735,552,44261,508,0.1531122675380209,0.3544515712614466,0.8927548509419501,0.010246480293678648,Thursday,2,9,High
YouTube,2025-03-29,Video,12456,947,146,57,7964,227,0.09232498394348106,0.2100995504174695,0.6393705844572897,0.018224149004495826,Saturday,3,13,Low
Instagram,2025-05-30,Post,46888,5767,692,187,47522,637,0.14174202354547005,0.3102073025081044,1.0135215833475517,0.013585565603139395,Friday,5,22,High
Instagram,2025-03-02,Story,21326,2676,393,79,16730,377,0.14761324205195536,0.3247678889618306,0.784488417893651,0.01767795179592985,Sunday,3,9,High
Instagram,2025-02-11,Story,3179,322,38,25,3054,17,0.12110726643598616,0.2777603019817553,0.9606794589493551,0.0053475935828877,Tuesday,2,7,Medium
YouTube,2025-05-14,Short,40106,2100,366,122,23446,608,0.06452899815488954,0.14730962948187304,0.5846008078591732,0.015159826459881315,Wednesday,5,20,Low
YouTube,2025-06-01,Short,82125,11183,1687,576,26481,717,0.16372602739726028,0.3690350076103501,0.32244748858447486,0.008730593607305936,Sunday,6,22,High
Instagram,2025-04-13,Post,3516,188,16,18,2864,23,0.06313993174061433,0.14618885096700796,0.8145620022753128,0.006541524459613196,Sunday,4,15,Low
Instagram,2025-04-25,Reel,104386,12103,1474,810,33420,1346,0.13782499568907708,0.313049642672389,0.32015787557718467,0.012894449447243883,Friday,4,17,Medium
Instagram,2025-01-05,Post,44602,6301,867,222,45187,490,0.16568763732568045,0.36574593067575445,1.0131160037666473,0.010986054437020762,Sunday,1,1,High
Instagram,2025-01-12,Reel,90346,9144,721,713,63208,673,0.11708321342394794,0.26582250459345186,0.6996214552940916,0.007449139972992717,Sunday,1,2,Medium
YouTube,2025-06-01,Short,74724,7122,1310,281,34972,439,0.11660243027675178,0.2620175579465767,0.4680156308548793,0.005874953160965687,Sunday,6,22,Medium
Instagram,2025-06-20,Post,46115,6100,1207,410,48867,366,0.16734251328201236,0.38753117206982546,1.0596768947197224,0.007936680039032853,Friday,6,25,High
YouTube,2025-02-05,Video,46897,6693,512,409,34468,607,0.16235580101072564,0.361792865215259,0.7349723862933664,0.01294325863061603,Wednesday,2,6,High
Instagram,2025-02-07,Post,37915,2013,232,94,28426,327,0.06169062376368192,0.13693788737966503,0.7497296584465252,0.00862455492549123,Friday,2,6,Low
YouTube,2025-02-17,Video,36274,3385,299,223,18031,669,0.10770800022054364,0.2421017808898936,0.4970777967690357,0.01844296190108618,Monday,2,8,Medium
YouTube,2025-01-03,Video,38953,4876,463,291,31963,390,0.14453315534105204,0.3233640541164994,0.8205529740969887,0.010012065822914794,Friday,1,1,High
Instagram,2025-02-02,Story,6541,485,95,11,6616,62,0.09035315700963155,0.2002751872802324,1.011466136676349,0.009478672985781991,Sunday,2,5,Low
YouTube,2025-04-14,Video,22541,1248,105,39,7299,400,0.06175413690608225,0.13335699392218625,0.32380994632003907,0.017745441639678807,Monday,4,16,Low
Instagram,2025-06-28,Post,36197,4480,414,287,38218,486,0.14313340884603695,0.3214907312760726,1.0558333563554991,0.013426527060253612,Saturday,6,26,High
Instagram,2025-02-08,Reel,41949,4553,575,200,49750,718,0.12701137095043982,0.2820329447662638,1.185963908555627,0.017116021836039,Saturday,2,6,Medium
Instagram,2025-02-16,Reel,50945,4456,364,402,57379,387,0.1025026989891059,0.23582294631465306,1.1262930611443713,0.007596427519874375,Sunday,2,7,Medium
YouTube,2025-06-26,Video,41277,3739,306,340,41843,342,0.10623349565133125,0.2445914189500206,1.0137122368389175,0.008285485863798242,Thursday,6,26,Medium
YouTube,2025-06-17,Short,19422,1179,165,98,21139,199,0.07424570075172485,0.17212439501596127,1.0884049016579138,0.01024611265575121,Tuesday,6,25,Low
YouTube,2025-01-22,Video,16803,1616,226,64,18490,173,0.11343212521573529,0.2517407605784681,1.100398738320538,0.010295780515384158,Wednesday,1,4,Medium
Instagram,2025-06-03,Story,17600,2623,370,231,7895,299,0.1831818181818182,0.42676136363636363,0.4485795454545455,0.016988636363636362,Tuesday,6,23,High
YouTube,2025-05-31,Video,9698,1104,199,41,7644,157,0.13858527531449782,0.3103732728397608,0.7882037533512064,0.01618890492885131,Saturday,5,22,Medium
YouTube,2025-02-28,Video,24451,3255,386,200,26015,190,0.15708968958324812,0.35450492822379454,1.0639646640219214,0.007770643327471269,Friday,2,9,High
Instagram,2025-03-16,Post,9655,1340,114,38,9220,107,0.15453133091662352,0.3326773692387364,0.9549456240290005,0.01108234075608493,Sunday,3,11,High
Instagram,2025-03-01,Reel,137452,20530,1374,691,150849,1882,0.16438465791694556,0.3538471611908157,1.0974667520297996,0.013692052498326689,Saturday,3,9,High
Instagram,2025-01-31,Post,18180,1192,129,108,19460,205,0.0786028602860286,0.18212321232123213,1.0704070407040704,0.011276127612761276,Friday,1,5,Low
Instagram,2025-02-05,Story,22527,3153,251,274,26566,291,0.16327074177653483,0.37417321436498424,1.1792959559639544,0.01291783193501132,Wednesday,2,6,High
